Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Brand Ambassador - Aeropostale Lenox Square,$7-$10 Per Hour(Glassdoor est.),"Role of the Brand AmbassadorWe call our Aeropostale team members Brand Ambassadors because they promote the culture, values and mission of Aeropostale. If you are outgoing, friendly and have a passion for fashion, this is a perfect role for you. As a Brand Ambassador, your number one job is to share your love of fashion and do whatever it takes to create an amazing shopping experience for our customers.Our Mission: A store where customers love to shop and employees want to work!Who you are:* Outgoing and excited to meet new people* Positive, charismatic and engaging* Obsessed with fashion and trends* Fantastic sense of style* Thoughtful with a desire to make others feel good about themselves and their individual styleWhat you'll do:* Engage, educate and befriend customers to make an amazing shopping experience* Achieve and exceed sales goals by utilizing our selling strategy* Show understanding of customer's personal style when offering fashion advice* Inspire customers with your knowledge of fashion and trends and help them build perfect outfits* Assist with daily opening and closing tasks to maintain a clean, neat and today store* Complete all job responsibilities such as floorsets, filling the floor, ringing customers, etc. as directed* Remain positive and professional and work together with the team to make a great environment for our customers and each other* Be a role model for our values of respect, integrity, teamwork, compassion and accountabilityWhat you'll need:* Outgoing personality* Love of fashion* Ability to work in a fast-paced environment and multi-task* Flexible availability to meet the needs of the business (including evenings and weekends)* Commitment to arrive for scheduled shifts on time and maintain consistent attendance* Able to meet the physical requirements of the job (standing/walking up to 95% of the time, lifting or moving up to 25 pounds, bend, twist and kneel to complete tasks)Where you come from:* You are at least 16 years of age* Interview Requirement: One group interview (preferred) OR a one-on-one interview with Store ManagerAero OpCo LLC is an equal opportunity employer. We value a culture a culture of inclusion and diversity within our workforce, and are committed to maintaining a workplace free from prohibited employment conduct, including discrimination or harassment on the basis of race, color, national origin, sex, age, religion, disability, genetic information, sexual orientation, gender identity or expression, marital status, domestic partner status, civil partnership, status as a covered veteran, status in the Uniformed Services of the United States, citizenship and any other characteristic protected by law (""Protected Characteristics"").",3.5,"Aeropostale, Inc.
3.5","Atlanta, GA","Lyndhurst, NJ",10000+ employees,1987,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$1 to $2 billion (USD),-1
Brand Ambassador - Aeropostale Northgate Mall,$7-$10 Per Hour(Glassdoor est.),"Role of the Brand AmbassadorWe call our Aeropostale team members Brand Ambassadors because they promote the culture, values and mission of Aeropostale. If you are outgoing, friendly and have a passion for fashion, this is a perfect role for you. As a Brand Ambassador, your number one job is to share your love of fashion and do whatever it takes to create an amazing shopping experience for our customers.Our Mission: A store where customers love to shop and employees want to work!Who you are:* Outgoing and excited to meet new people* Positive, charismatic and engaging* Obsessed with fashion and trends* Fantastic sense of style* Thoughtful with a desire to make others feel good about themselves and their individual styleWhat you'll do:* Engage, educate and befriend customers to make an amazing shopping experience* Achieve and exceed sales goals by utilizing our selling strategy* Show understanding of customer's personal style when offering fashion advice* Inspire customers with your knowledge of fashion and trends and help them build perfect outfits* Assist with daily opening and closing tasks to maintain a clean, neat and today store* Complete all job responsibilities such as floorsets, filling the floor, ringing customers, etc. as directed* Remain positive and professional and work together with the team to make a great environment for our customers and each other* Be a role model for our values of respect, integrity, teamwork, compassion and accountabilityWhat you'll need:* Outgoing personality* Love of fashion* Ability to work in a fast-paced environment and multi-task* Flexible availability to meet the needs of the business (including evenings and weekends)* Commitment to arrive for scheduled shifts on time and maintain consistent attendance* Able to meet the physical requirements of the job (standing/walking up to 95% of the time, lifting or moving up to 25 pounds, bend, twist and kneel to complete tasks)Where you come from:* You are at least 16 years of age* Interview Requirement: One group interview (preferred) OR a one-on-one interview with Store ManagerSPARC Group LLC is an equal opportunity employer. We value a culture of inclusion and diversity within our workforce, and are committed to maintaining a workplace free from prohibited employment conduct, including discrimination or harassment on the basis of race, color, national origin, sex, age, religion, disability, genetic information, sexual orientation, gender identity or expression, marital status, domestic partner status, civil partnership, status as a covered veteran, status in the Uniformed Services of the United States, citizenship and any other characteristic protected by law (""Protected Characteristics"").",3.5,"Aeropostale, Inc.
3.5","Durham, NC","Lyndhurst, NJ",10000+ employees,1987,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$1 to $2 billion (USD),-1
Brand Ambassador - Aeropostale Cumberland Mall,$7-$10 Per Hour(Glassdoor est.),"Role of the Brand AmbassadorWe call our Aeropostale team members Brand Ambassadors because they promote the culture, values and mission of Aeropostale. If you are outgoing, friendly and have a passion for fashion, this is a perfect role for you. As a Brand Ambassador, your number one job is to share your love of fashion and do whatever it takes to create an amazing shopping experience for our customers.Our Mission: A store where customers love to shop and employees want to work!Who you are:* Outgoing and excited to meet new people* Positive, charismatic and engaging* Obsessed with fashion and trends* Fantastic sense of style* Thoughtful with a desire to make others feel good about themselves and their individual styleWhat you'll do:* Engage, educate and befriend customers to make an amazing shopping experience* Achieve and exceed sales goals by utilizing our selling strategy* Show understanding of customer's personal style when offering fashion advice* Inspire customers with your knowledge of fashion and trends and help them build perfect outfits* Assist with daily opening and closing tasks to maintain a clean, neat and today store* Complete all job responsibilities such as floorsets, filling the floor, ringing customers, etc. as directed* Remain positive and professional and work together with the team to make a great environment for our customers and each other* Be a role model for our values of respect, integrity, teamwork, compassion and accountabilityWhat you'll need:* Outgoing personality* Love of fashion* Ability to work in a fast-paced environment and multi-task* Flexible availability to meet the needs of the business (including evenings and weekends)* Commitment to arrive for scheduled shifts on time and maintain consistent attendance* Able to meet the physical requirements of the job (standing/walking up to 95% of the time, lifting or moving up to 25 pounds, bend, twist and kneel to complete tasks)Where you come from:* You are at least 16 years of age* Interview Requirement: One group interview (preferred) OR a one-on-one interview with Store ManagerAero OpCo LLC is an equal opportunity employer. We value a culture a culture of inclusion and diversity within our workforce, and are committed to maintaining a workplace free from prohibited employment conduct, including discrimination or harassment on the basis of race, color, national origin, sex, age, religion, disability, genetic information, sexual orientation, gender identity or expression, marital status, domestic partner status, civil partnership, status as a covered veteran, status in the Uniformed Services of the United States, citizenship and any other characteristic protected by law (""Protected Characteristics"").",3.5,"Aeropostale, Inc.
3.5","Atlanta, GA","Lyndhurst, NJ",10000+ employees,1987,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$1 to $2 billion (USD),-1
Brand Ambassador - Aeropostale Grapevine Mills,$7-$10 Per Hour(Glassdoor est.),"Role of the Brand AmbassadorWe call our Aeropostale team members Brand Ambassadors because they promote the culture, values and mission of Aeropostale. If you are outgoing, friendly and have a passion for fashion, this is a perfect role for you. As a Brand Ambassador, your number one job is to share your love of fashion and do whatever it takes to create an amazing shopping experience for our customers.Our Mission: A store where customers love to shop and employees want to work!Who you are:* Outgoing and excited to meet new people* Positive, charismatic and engaging* Obsessed with fashion and trends* Fantastic sense of style* Thoughtful with a desire to make others feel good about themselves and their individual styleWhat you'll do:* Engage, educate and befriend customers to make an amazing shopping experience* Achieve and exceed sales goals by utilizing our selling strategy* Show understanding of customer's personal style when offering fashion advice* Inspire customers with your knowledge of fashion and trends and help them build perfect outfits* Assist with daily opening and closing tasks to maintain a clean, neat and today store* Complete all job responsibilities such as floorsets, filling the floor, ringing customers, etc. as directed* Remain positive and professional and work together with the team to make a great environment for our customers and each other* Be a role model for our values of respect, integrity, teamwork, compassion and accountabilityWhat you'll need:* Outgoing personality* Love of fashion* Ability to work in a fast-paced environment and multi-task* Flexible availability to meet the needs of the business (including evenings and weekends)* Commitment to arrive for scheduled shifts on time and maintain consistent attendance* Able to meet the physical requirements of the job (standing/walking up to 95% of the time, lifting or moving up to 25 pounds, bend, twist and kneel to complete tasks)Where you come from:* You are at least 16 years of age* Interview Requirement: One group interview (preferred) OR a one-on-one interview with Store ManagerSPARC Group LLC is an equal opportunity employer. We value a culture of inclusion and diversity within our workforce, and are committed to maintaining a workplace free from prohibited employment conduct, including discrimination or harassment on the basis of race, color, national origin, sex, age, religion, disability, genetic information, sexual orientation, gender identity or expression, marital status, domestic partner status, civil partnership, status as a covered veteran, status in the Uniformed Services of the United States, citizenship and any other characteristic protected by law (""Protected Characteristics"").",3.5,"Aeropostale, Inc.
3.5","Grapevine, TX","Lyndhurst, NJ",10000+ employees,1987,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$1 to $2 billion (USD),-1
Brand Ambassador - Aeropostale Burnsville Center,$7-$10 Per Hour(Glassdoor est.),"Role of the Brand AmbassadorWe call our Aeropostale team members Brand Ambassadors because they promote the culture, values and mission of Aeropostale. If you are outgoing, friendly and have a passion for fashion, this is a perfect role for you. As a Brand Ambassador, your number one job is to share your love of fashion and do whatever it takes to create an amazing shopping experience for our customers.Our Mission: A store where customers love to shop and employees want to work!Who you are:* Outgoing and excited to meet new people* Positive, charismatic and engaging* Obsessed with fashion and trends* Fantastic sense of style* Thoughtful with a desire to make others feel good about themselves and their individual styleWhat you'll do:* Engage, educate and befriend customers to make an amazing shopping experience* Achieve and exceed sales goals by utilizing our selling strategy* Show understanding of customer's personal style when offering fashion advice* Inspire customers with your knowledge of fashion and trends and help them build perfect outfits* Assist with daily opening and closing tasks to maintain a clean, neat and today store* Complete all job responsibilities such as floorsets, filling the floor, ringing customers, etc. as directed* Remain positive and professional and work together with the team to make a great environment for our customers and each other* Be a role model for our values of respect, integrity, teamwork, compassion and accountabilityWhat you'll need:* Outgoing personality* Love of fashion* Ability to work in a fast-paced environment and multi-task* Flexible availability to meet the needs of the business (including evenings and weekends)* Commitment to arrive for scheduled shifts on time and maintain consistent attendance* Able to meet the physical requirements of the job (standing/walking up to 95% of the time, lifting or moving up to 25 pounds, bend, twist and kneel to complete tasks)Where you come from:* You are at least 16 years of age* Interview Requirement: One group interview (preferred) OR a one-on-one interview with Store ManagerAero OpCo LLC is an equal opportunity employer. We value a culture a culture of inclusion and diversity within our workforce, and are committed to maintaining a workplace free from prohibited employment conduct, including discrimination or harassment on the basis of race, color, national origin, sex, age, religion, disability, genetic information, sexual orientation, gender identity or expression, marital status, domestic partner status, civil partnership, status as a covered veteran, status in the Uniformed Services of the United States, citizenship and any other characteristic protected by law (""Protected Characteristics"").",3.5,"Aeropostale, Inc.
3.5","Burnsville, MN","Lyndhurst, NJ",10000+ employees,1987,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$1 to $2 billion (USD),-1
Brand Ambassador - Aeropostale Perimeter Mall,$7-$10 Per Hour(Glassdoor est.),"Role of the Brand AmbassadorWe call our Aeropostale team members Brand Ambassadors because they promote the culture, values and mission of Aeropostale. If you are outgoing, friendly and have a passion for fashion, this is a perfect role for you. As a Brand Ambassador, your number one job is to share your love of fashion and do whatever it takes to create an amazing shopping experience for our customers.Our Mission: A store where customers love to shop and employees want to work!Who you are:* Outgoing and excited to meet new people* Positive, charismatic and engaging* Obsessed with fashion and trends* Fantastic sense of style* Thoughtful with a desire to make others feel good about themselves and their individual styleWhat you'll do:* Engage, educate and befriend customers to make an amazing shopping experience* Achieve and exceed sales goals by utilizing our selling strategy* Show understanding of customer's personal style when offering fashion advice* Inspire customers with your knowledge of fashion and trends and help them build perfect outfits* Assist with daily opening and closing tasks to maintain a clean, neat and today store* Complete all job responsibilities such as floorsets, filling the floor, ringing customers, etc. as directed* Remain positive and professional and work together with the team to make a great environment for our customers and each other* Be a role model for our values of respect, integrity, teamwork, compassion and accountabilityWhat you'll need:* Outgoing personality* Love of fashion* Ability to work in a fast-paced environment and multi-task* Flexible availability to meet the needs of the business (including evenings and weekends)* Commitment to arrive for scheduled shifts on time and maintain consistent attendance* Able to meet the physical requirements of the job (standing/walking up to 95% of the time, lifting or moving up to 25 pounds, bend, twist and kneel to complete tasks)Where you come from:* You are at least 16 years of age* Interview Requirement: One group interview (preferred) OR a one-on-one interview with Store ManagerAero OpCo LLC is an equal opportunity employer. We value a culture a culture of inclusion and diversity within our workforce, and are committed to maintaining a workplace free from prohibited employment conduct, including discrimination or harassment on the basis of race, color, national origin, sex, age, religion, disability, genetic information, sexual orientation, gender identity or expression, marital status, domestic partner status, civil partnership, status as a covered veteran, status in the Uniformed Services of the United States, citizenship and any other characteristic protected by law (""Protected Characteristics"").",3.5,"Aeropostale, Inc.
3.5","Atlanta, GA","Lyndhurst, NJ",10000+ employees,1987,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$1 to $2 billion (USD),-1
Brand Ambassador - Aeropostale Westland Mall,$7-$10 Per Hour(Glassdoor est.),"Role of the Brand AmbassadorWe call our Aeropostale team members Brand Ambassadors because they promote the culture, values and mission of Aeropostale. If you are outgoing, friendly and have a passion for fashion, this is a perfect role for you. As a Brand Ambassador, your number one job is to share your love of fashion and do whatever it takes to create an amazing shopping experience for our customers.Our Mission: A store where customers love to shop and employees want to work!Who you are:* Outgoing and excited to meet new people* Positive, charismatic and engaging* Obsessed with fashion and trends* Fantastic sense of style* Thoughtful with a desire to make others feel good about themselves and their individual styleWhat you'll do:* Engage, educate and befriend customers to make an amazing shopping experience* Achieve and exceed sales goals by utilizing our selling strategy* Show understanding of customer's personal style when offering fashion advice* Inspire customers with your knowledge of fashion and trends and help them build perfect outfits* Assist with daily opening and closing tasks to maintain a clean, neat and today store* Complete all job responsibilities such as floorsets, filling the floor, ringing customers, etc. as directed* Remain positive and professional and work together with the team to make a great environment for our customers and each other* Be a role model for our values of respect, integrity, teamwork, compassion and accountabilityWhat you'll need:* Outgoing personality* Love of fashion* Ability to work in a fast-paced environment and multi-task* Flexible availability to meet the needs of the business (including evenings and weekends)* Commitment to arrive for scheduled shifts on time and maintain consistent attendance* Able to meet the physical requirements of the job (standing/walking up to 95% of the time, lifting or moving up to 25 pounds, bend, twist and kneel to complete tasks)Where you come from:* You are at least 16 years of age* Interview Requirement: One group interview (preferred) OR a one-on-one interview with Store ManagerAero OpCo LLC is an equal opportunity employer. We value a culture a culture of inclusion and diversity within our workforce, and are committed to maintaining a workplace free from prohibited employment conduct, including discrimination or harassment on the basis of race, color, national origin, sex, age, religion, disability, genetic information, sexual orientation, gender identity or expression, marital status, domestic partner status, civil partnership, status as a covered veteran, status in the Uniformed Services of the United States, citizenship and any other characteristic protected by law (""Protected Characteristics"").",3.5,"Aeropostale, Inc.
3.5","Hialeah, FL","Lyndhurst, NJ",10000+ employees,1987,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$1 to $2 billion (USD),-1
Brand Ambassador - Aeropostale Fashion District,$7-$10 Per Hour(Glassdoor est.),"Role of the Brand AmbassadorWe call our Aeropostale team members Brand Ambassadors because they promote the culture, values and mission of Aeropostale. If you are outgoing, friendly and have a passion for fashion, this is a perfect role for you. As a Brand Ambassador, your number one job is to share your love of fashion and do whatever it takes to create an amazing shopping experience for our customers.Our Mission: A store where customers love to shop and employees want to work!Who you are:* Outgoing and excited to meet new people* Positive, charismatic and engaging* Obsessed with fashion and trends* Fantastic sense of style* Thoughtful with a desire to make others feel good about themselves and their individual styleWhat you'll do:* Engage, educate and befriend customers to make an amazing shopping experience* Achieve and exceed sales goals by utilizing our selling strategy* Show understanding of customer's personal style when offering fashion advice* Inspire customers with your knowledge of fashion and trends and help them build perfect outfits* Assist with daily opening and closing tasks to maintain a clean, neat and today store* Complete all job responsibilities such as floorsets, filling the floor, ringing customers, etc. as directed* Remain positive and professional and work together with the team to make a great environment for our customers and each other* Be a role model for our values of respect, integrity, teamwork, compassion and accountabilityWhat you'll need:* Outgoing personality* Love of fashion* Ability to work in a fast-paced environment and multi-task* Flexible availability to meet the needs of the business (including evenings and weekends)* Commitment to arrive for scheduled shifts on time and maintain consistent attendance* Able to meet the physical requirements of the job (standing/walking up to 95% of the time, lifting or moving up to 25 pounds, bend, twist and kneel to complete tasks)Where you come from:* You are at least 16 years of age* Interview Requirement: One group interview (preferred) OR a one-on-one interview with Store ManagerSPARC Group LLC is an equal opportunity employer. We value a culture of inclusion and diversity within our workforce, and are committed to maintaining a workplace free from prohibited employment conduct, including discrimination or harassment on the basis of race, color, national origin, sex, age, religion, disability, genetic information, sexual orientation, gender identity or expression, marital status, domestic partner status, civil partnership, status as a covered veteran, status in the Uniformed Services of the United States, citizenship and any other characteristic protected by law (""Protected Characteristics"").",3.5,"Aeropostale, Inc.
3.5","Philadelphia, PA","Lyndhurst, NJ",10000+ employees,1987,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$1 to $2 billion (USD),-1
Brand Ambassador - Aeropostale Brookfield Square,$7-$10 Per Hour(Glassdoor est.),"Role of the Brand AmbassadorWe call our Aeropostale team members Brand Ambassadors because they promote the culture, values and mission of Aeropostale. If you are outgoing, friendly and have a passion for fashion, this is a perfect role for you. As a Brand Ambassador, your number one job is to share your love of fashion and do whatever it takes to create an amazing shopping experience for our customers.Our Mission: A store where customers love to shop and employees want to work!Who you are:* Outgoing and excited to meet new people* Positive, charismatic and engaging* Obsessed with fashion and trends* Fantastic sense of style* Thoughtful with a desire to make others feel good about themselves and their individual styleWhat you'll do:* Engage, educate and befriend customers to make an amazing shopping experience* Achieve and exceed sales goals by utilizing our selling strategy* Show understanding of customer's personal style when offering fashion advice* Inspire customers with your knowledge of fashion and trends and help them build perfect outfits* Assist with daily opening and closing tasks to maintain a clean, neat and today store* Complete all job responsibilities such as floorsets, filling the floor, ringing customers, etc. as directed* Remain positive and professional and work together with the team to make a great environment for our customers and each other* Be a role model for our values of respect, integrity, teamwork, compassion and accountabilityWhat you'll need:* Outgoing personality* Love of fashion* Ability to work in a fast-paced environment and multi-task* Flexible availability to meet the needs of the business (including evenings and weekends)* Commitment to arrive for scheduled shifts on time and maintain consistent attendance* Able to meet the physical requirements of the job (standing/walking up to 95% of the time, lifting or moving up to 25 pounds, bend, twist and kneel to complete tasks)Where you come from:* You are at least 16 years of age* Interview Requirement: One group interview (preferred) OR a one-on-one interview with Store ManagerAero OpCo LLC is an equal opportunity employer. We value a culture a culture of inclusion and diversity within our workforce, and are committed to maintaining a workplace free from prohibited employment conduct, including discrimination or harassment on the basis of race, color, national origin, sex, age, religion, disability, genetic information, sexual orientation, gender identity or expression, marital status, domestic partner status, civil partnership, status as a covered veteran, status in the Uniformed Services of the United States, citizenship and any other characteristic protected by law (""Protected Characteristics"").",3.5,"Aeropostale, Inc.
3.5","Brookfield, WI","Lyndhurst, NJ",10000+ employees,1987,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$1 to $2 billion (USD),-1
Brand Ambassador - Aeropostale Philadelphia Mills,$7-$10 Per Hour(Glassdoor est.),"Role of the Brand AmbassadorWe call our Aeropostale team members Brand Ambassadors because they promote the culture, values and mission of Aeropostale. If you are outgoing, friendly and have a passion for fashion, this is a perfect role for you. As a Brand Ambassador, your number one job is to share your love of fashion and do whatever it takes to create an amazing shopping experience for our customers.Our Mission: A store where customers love to shop and employees want to work!Who you are:* Outgoing and excited to meet new people* Positive, charismatic and engaging* Obsessed with fashion and trends* Fantastic sense of style* Thoughtful with a desire to make others feel good about themselves and their individual styleWhat you'll do:* Engage, educate and befriend customers to make an amazing shopping experience* Achieve and exceed sales goals by utilizing our selling strategy* Show understanding of customer's personal style when offering fashion advice* Inspire customers with your knowledge of fashion and trends and help them build perfect outfits* Assist with daily opening and closing tasks to maintain a clean, neat and today store* Complete all job responsibilities such as floorsets, filling the floor, ringing customers, etc. as directed* Remain positive and professional and work together with the team to make a great environment for our customers and each other* Be a role model for our values of respect, integrity, teamwork, compassion and accountabilityWhat you'll need:* Outgoing personality* Love of fashion* Ability to work in a fast-paced environment and multi-task* Flexible availability to meet the needs of the business (including evenings and weekends)* Commitment to arrive for scheduled shifts on time and maintain consistent attendance* Able to meet the physical requirements of the job (standing/walking up to 95% of the time, lifting or moving up to 25 pounds, bend, twist and kneel to complete tasks)Where you come from:* You are at least 16 years of age* Interview Requirement: One group interview (preferred) OR a one-on-one interview with Store ManagerAero OpCo LLC is an equal opportunity employer. We value a culture a culture of inclusion and diversity within our workforce, and are committed to maintaining a workplace free from prohibited employment conduct, including discrimination or harassment on the basis of race, color, national origin, sex, age, religion, disability, genetic information, sexual orientation, gender identity or expression, marital status, domestic partner status, civil partnership, status as a covered veteran, status in the Uniformed Services of the United States, citizenship and any other characteristic protected by law (""Protected Characteristics"").",3.5,"Aeropostale, Inc.
3.5","Philadelphia, PA","Lyndhurst, NJ",10000+ employees,1987,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$1 to $2 billion (USD),-1
Brand Ambassador - Aeropostale University Mall,$7-$10 Per Hour(Glassdoor est.),"Role of the Brand AmbassadorWe call our Aeropostale team members Brand Ambassadors because they promote the culture, values and mission of Aeropostale. If you are outgoing, friendly and have a passion for fashion, this is a perfect role for you. As a Brand Ambassador, your number one job is to share your love of fashion and do whatever it takes to create an amazing shopping experience for our customers.Our Mission: A store where customers love to shop and employees want to work!Who you are:* Outgoing and excited to meet new people* Positive, charismatic and engaging* Obsessed with fashion and trends* Fantastic sense of style* Thoughtful with a desire to make others feel good about themselves and their individual styleWhat you'll do:* Engage, educate and befriend customers to make an amazing shopping experience* Achieve and exceed sales goals by utilizing our selling strategy* Show understanding of customer's personal style when offering fashion advice* Inspire customers with your knowledge of fashion and trends and help them build perfect outfits* Assist with daily opening and closing tasks to maintain a clean, neat and today store* Complete all job responsibilities such as floorsets, filling the floor, ringing customers, etc. as directed* Remain positive and professional and work together with the team to make a great environment for our customers and each other* Be a role model for our values of respect, integrity, teamwork, compassion and accountabilityWhat you'll need:* Outgoing personality* Love of fashion* Ability to work in a fast-paced environment and multi-task* Flexible availability to meet the needs of the business (including evenings and weekends)* Commitment to arrive for scheduled shifts on time and maintain consistent attendance* Able to meet the physical requirements of the job (standing/walking up to 95% of the time, lifting or moving up to 25 pounds, bend, twist and kneel to complete tasks)Where you come from:* You are at least 16 years of age* Interview Requirement: One group interview (preferred) OR a one-on-one interview with Store Manageris an equal opportunity employer. We value a culture of inclusion and diversity within our workforce, and are committed to maintaining a workplace free from prohibited employment conduct, including discrimination or harassment on the basis of race, color, national origin, sex, age, religion, disability, genetic information, sexual orientation, gender identity or expression, marital status, domestic partner status, civil partnership, status as a covered veteran, status in the Uniformed Services of the United States, citizenship and any other characteristic protected by law (""Protected Characteristics"").",3.5,"Aeropostale, Inc.
3.5","Tampa, FL","Lyndhurst, NJ",10000+ employees,1987,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$1 to $2 billion (USD),-1
Brand Ambassador - Aeropostale Arizona Mills,$7-$10 Per Hour(Glassdoor est.),"Role of the Brand AmbassadorWe call our Aeropostale team members Brand Ambassadors because they promote the culture, values and mission of Aeropostale. If you are outgoing, friendly and have a passion for fashion, this is a perfect role for you. As a Brand Ambassador, your number one job is to share your love of fashion and do whatever it takes to create an amazing shopping experience for our customers.Our Mission: A store where customers love to shop and employees want to work!Who you are:* Outgoing and excited to meet new people* Positive, charismatic and engaging* Obsessed with fashion and trends* Fantastic sense of style* Thoughtful with a desire to make others feel good about themselves and their individual styleWhat you'll do:* Engage, educate and befriend customers to make an amazing shopping experience* Achieve and exceed sales goals by utilizing our selling strategy* Show understanding of customer's personal style when offering fashion advice* Inspire customers with your knowledge of fashion and trends and help them build perfect outfits* Assist with daily opening and closing tasks to maintain a clean, neat and today store* Complete all job responsibilities such as floorsets, filling the floor, ringing customers, etc. as directed* Remain positive and professional and work together with the team to make a great environment for our customers and each other* Be a role model for our values of respect, integrity, teamwork, compassion and accountabilityWhat you'll need:* Outgoing personality* Love of fashion* Ability to work in a fast-paced environment and multi-task* Flexible availability to meet the needs of the business (including evenings and weekends)* Commitment to arrive for scheduled shifts on time and maintain consistent attendance* Able to meet the physical requirements of the job (standing/walking up to 95% of the time, lifting or moving up to 25 pounds, bend, twist and kneel to complete tasks)Where you come from:* You are at least 16 years of age* Interview Requirement: One group interview (preferred) OR a one-on-one interview with Store ManagerAero OpCo LLC is an equal opportunity employer. We value a culture a culture of inclusion and diversity within our workforce, and are committed to maintaining a workplace free from prohibited employment conduct, including discrimination or harassment on the basis of race, color, national origin, sex, age, religion, disability, genetic information, sexual orientation, gender identity or expression, marital status, domestic partner status, civil partnership, status as a covered veteran, status in the Uniformed Services of the United States, citizenship and any other characteristic protected by law (""Protected Characteristics"").",3.5,"Aeropostale, Inc.
3.5","Tempe, AZ","Lyndhurst, NJ",10000+ employees,1987,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$1 to $2 billion (USD),-1
Brand Ambassador - Aeropostale Barton Creek,$7-$10 Per Hour(Glassdoor est.),"Role of the Brand AmbassadorWe call our Aeropostale team members Brand Ambassadors because they promote the culture, values and mission of Aeropostale. If you are outgoing, friendly and have a passion for fashion, this is a perfect role for you. As a Brand Ambassador, your number one job is to share your love of fashion and do whatever it takes to create an amazing shopping experience for our customers.Our Mission: A store where customers love to shop and employees want to work!Who you are:* Outgoing and excited to meet new people* Positive, charismatic and engaging* Obsessed with fashion and trends* Fantastic sense of style* Thoughtful with a desire to make others feel good about themselves and their individual styleWhat you'll do:* Engage, educate and befriend customers to make an amazing shopping experience* Achieve and exceed sales goals by utilizing our selling strategy* Show understanding of customer's personal style when offering fashion advice* Inspire customers with your knowledge of fashion and trends and help them build perfect outfits* Assist with daily opening and closing tasks to maintain a clean, neat and today store* Complete all job responsibilities such as floorsets, filling the floor, ringing customers, etc. as directed* Remain positive and professional and work together with the team to make a great environment for our customers and each other* Be a role model for our values of respect, integrity, teamwork, compassion and accountabilityWhat you'll need:* Outgoing personality* Love of fashion* Ability to work in a fast-paced environment and multi-task* Flexible availability to meet the needs of the business (including evenings and weekends)* Commitment to arrive for scheduled shifts on time and maintain consistent attendance* Able to meet the physical requirements of the job (standing/walking up to 95% of the time, lifting or moving up to 25 pounds, bend, twist and kneel to complete tasks)Where you come from:* You are at least 16 years of age* Interview Requirement: One group interview (preferred) OR a one-on-one interview with Store ManagerAero OpCo LLC is an equal opportunity employer. We value a culture a culture of inclusion and diversity within our workforce, and are committed to maintaining a workplace free from prohibited employment conduct, including discrimination or harassment on the basis of race, color, national origin, sex, age, religion, disability, genetic information, sexual orientation, gender identity or expression, marital status, domestic partner status, civil partnership, status as a covered veteran, status in the Uniformed Services of the United States, citizenship and any other characteristic protected by law (""Protected Characteristics"").",3.5,"Aeropostale, Inc.
3.5","Austin, TX","Lyndhurst, NJ",10000+ employees,1987,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$1 to $2 billion (USD),-1
