Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
"Field Marketing Manager, Northeastern US",$21K-$41K (Glassdoor est.),"The primary role of the Field Marketing Manager is to provide local/regional marketing planning and implementation to Beltone’s network of dealers and retail owned stores covering the following North Eastern states: Maine, Vermont, New Hampshire, Massachusetts, Connecticut, Rhode Island, New York, New Jersey, Pennsylvania, Delaware, Maryland, Virginia, West Virginia.

This is a key marketing leadership position and is responsible for working closely with regional operation and sales directors as well as owners of hearing aid stores to develop marketing plans and help implement local outreach programs. The Field Marketing Manager must have experience in advertising, direct mail, digital and be well versed in implementing local marketing/outreach tactics. This position reports to the Director, Field Marketing and will be the liaison between corporate and local marketing.

This is a telecommuting position working from a home office. The position can be based anywhere, however residence in one of the locations listed above is preferred. There is 40% per week travel in the NE region. Experience in franchise/dealer marketing in one of the following industries -- QSR, telecom, hospitality, medical, automotive (Tiers 1-2) or advertising/marketing agency experience with franchise/dealer clients -- is a MUST.

Responsibilities:

Field Marketing
Key field marketing liaison between corporate marketing department, operations and sales directors/managers.
Strong marketing advisor with a can-do attitude to develop and implement local/regional marketing plans.
Work alongside operations, sales and Director, Field Marketing to develop local market plans for owners and operators, identify local marketing opportunities and troubleshoot, as needed.
Work with the Director, Field Marketing to create a seamless process to share and gather information, provide advice and lead integration locally/regionally.
Participate in conference calls & or meetings with regional clients to discuss marketing opportunities and share Beltone marketing capabilities.
Provide experience and data-backed advice when requested on:
General effectiveness of specific marketing ideas in a given market
Recommend timing of various marketing vehicles to maximize impact
Advice on how to maximize marketing ROI
Lead all implementation of marketing programs and follow up with results and refinements.
Project Execution
Lead the execution of customized local marketing programs for owners and corporate owned stores integrating and leveraging internal and external resources. Projects include managing traditional channels with corporate such as direct mail, print and broadcast as well as building local plans that deliver on KPIs such as referral and outreach programs, local extension of national launches and programs, grand openings, lunch & learns and community centric marketing.
Must have exceptional project management skills, building/maintaining the local/regional marketing calendar, overseeing budgets and meeting fast moving deadlines.
Have experience developing marketing plans from a bottoms-up budgeting approach
Understand marketing strategy
Able to follow marketing process
Have strong analytical skills
Must be able to juggle lots of projects at once in a very fast retail environment
Must be able to work with a variety of people with different marketing experience (or none), and inform, educate and mentor
Reporting
Responsible for documenting marketing data for analysis.
Responsible for providing and presenting to small groups on multiple reports detailing accounts, projects and efficacy of programs where applicable.
Responsible for providing and presenting a quarterly summary report to assigned sales region representatives & marketing peers.
Strong analytics
Desired Qualifications:
Bachelor’s degree required
Minimum of 7-10 years marketing experience.
Experience in retail, franchise/dealer marketing in one of the following industries -- QSR, telecom, hospitality, medical, automotive (Tiers 1-2) or advertising/marketing agency experience with franchise/dealer clients -- is a MUST.
Excellent verbal presentation and written communication. Phone and email are main communication platforms.
Detail-oriented and results-driven
Ability to multi-task and prioritize work with a variety of internal and external customers.
Ability to work well with customers to understand their objectives, align on recommendations and execute against plan to achieve goals
A proven ability to generate buy-in on marketing recommendations
Ability to work with multiple projects simultaneously and deliver flawless execution
Ability to effectively communicate the strategic rationale of various marketing programs as they relate to driving growth in each account
Ability to understand opportunity identification and prioritization as it relates to achieving goals",3.7,"GN Store Nord
3.7","Glenview, IL","Ballerup, Denmark",5001 to 10000 employees,1869,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),-1
Channel Marketing Manager,$21K-$41K (Glassdoor est.),"Job Description:

Dealer Channel Marketing Manger

Pentair currently has an opening for a Dealer Channel Marketing Manager to join our team at our Brookfield, WI location. In this role, the Dealer Channel Marketing Manager will be responsible for driving growth in the dealer channel in our exciting and critical Pentair Water Solutions residential filtration systems Business Unit. As the Dealer Channel Marketing Manager, you will drive growth by delivering channel expertise and overseeing marketing, promotions, channel go-to-market programs, customer experience, and analytics to deliver P&L goals. This role reports to the Director of Marketing for Residential and Commercial Filtration Systems, and must align with the Business Unit leader and their respective teams in Product Management, Sales and the broader Marketing function.

We will:
Create career growth and rotational opportunities within various areas of the organization
Pay competitively
Provide on the job training and mentoring in Pentair's proven best practices
Offer health benefits & coaching
Support your long term retirement goals through a competitive 401K matching and stock purchase plan
Offer employee discounts
Protect you with life insurance and other options
Tell you more about all the great benefits - just ask!
You will:
Develop a deep understanding of the dealer channel, and generate insights and implications to inform program development and share across the cross-functional teams
Build and execute data-driven growth strategy for the dealer channel through competitive, market and end user analytics and insights
Partner with Sales and Product Management teams to develop, implement and deliver channel-specific performance and co-op marketing programs to support growth
Build sales and channel development pipeline in concert with the Sales team
Develop campaigns that drive product visibility, sales growth and market penetration; evaluate existing marketing programs and recommend improvements
Provide strategy and support for key accounts; manage sales contracts and agreements with channel customers; address sales related issues and conflicts in a timely manner
Partner with Demand Marketing Manager to drive cross-channel new product launches and associated campaigns into the dealer channel, and ensure that customers are up-to-date with new products and enhancements
This position will share with the Strategic Marketing Manager, Demand Marketing Manager and Product Category Leaders, responsibility for hitting growth targets and KPIs
Performance of channel campaigns in order to grow revenue
Provide execution of campaigns/programs and communication to customers
Develop new dealer partners and expand share in existing channels
Develop and execute successful product launches
Provide strategy and execute merchandising tactics and support
Help Strategic Marketing develop product positioning, messaging and value proposition that differentiates our products and programs for all customers in channel: end user, dealer, etc.
Collaborate with Content and Digital Marketing on sales enablement and training activities, communication of value proposition along with developing tools to support the selling process.
Collaborate with the product team, educate both our internal and external stakeholders about our product features and their benefits
Own the Pentair Residential Filtration dealer channel marketing budget, performance metrics, KPIs and customer targets
Inform new product development pipeline with key insights, pain points and new product opportunities that fit the dealer channel
Provide excellent customer services to ensure customer satisfaction and retention
Participate in sales meetings and Kaizen events that require industry knowledge as an input for success
Participate in marketing team discussions to ensure strategies and activities are aligned with vertical market plans
You should:
Have a BS or BA degree in business marketing or communications; advanced degree preferred
7+ years of experience as a Marketing professional
Experience with two step-distribution (B2B2C) and dealer marketing and channel development
Preference for B2C experience - additionally, big box B2C experience a plus
Proven record of driving revenue and growing volumes for a consumer products and/or services business
Preference for working in a collaborative, cross-team capacity. This role requires working across functions and departments to bring a product to life; constantly interacting with teammates and prospects
Thorough understanding and successful experience working in teams developing integrated marketing communications plans and product launches
Past experience in digital marketing, product marketing, and/or product management helpful
Demonstrated written and verbal communication skills; ability to speak and present internally and externally to promote our products and communicate campaigns
Demonstrated project management capabilities; setting acceptable timelines for initiatives, putting together project plans and calendars, and hitting deadlines
Must have very strong project management skills - be able to construct project plans with aggressive but not unreasonable timelines and hit deadlines
Excellent written and verbal communication skills
You will be self-motivated, a self-starter with a sense of urgency. You will be personable with an extroverted personality
Proficiency with PC, Microsoft Office Suite required. Knowledge in use of personal computers, and common business productivity tools such as word processors, spreadsheets, databases, project scheduling tools, etc.
We like, but don't require:
Self-driven and results oriented; ability to work independently
Ability to prioritize time to maximize success in driving tangible business outcomes
Ability to work cross-functionally with multiple stakeholders inside and outside of the Marketing function
Experience working on teams, developing successful integrated communications plans
Excellent organizational and time management skills
Ability to work under pressure and manage many tasks simultaneously
Ability to think analytically
Additional Information:
Percent of Travel Required 10% - 25%
Diversity and Inclusion:

With our expanding global presence, cross-cultural insight and competence are essential for our ongoing success. We believe that a diverse workforce contributes different perspectives and creative ideas that enable us to continue to improve every day. Race, gender, ethnicity, country of origin, age, personal style, sexual orientation, physical ability, religion, life experiences and many more factors contribute to this diversity.

We take ongoing action to improve the diversity of our workforce by:
Ensuring leadership involvement and ownership
Attracting and retaining diverse talent at all levels
Fostering a globally aware, inclusive culture
Ensuring our practices are fair and non-discriminatory",3.1,"Pentair, Inc.
3.1","Brookfield, WI","Minneapolis, MN",5001 to 10000 employees,1966,Company - Public,Industrial Manufacturing,Manufacturing,$2 to $5 billion (USD),"Emerson, Flowserve, Danaher"
Sales Event Manager,$21K-$41K (Glassdoor est.),"Benchmarks company culture is central to our management philosophy. The companys stated purpose is to provide an entrepreneurial environment where determined people dare to create, share, and build futures.

To be the benchmark by which all others are judged takes passion, courage, and dedication. We invite you to explore our extraordinary offering of unique opportunities, all with a common goal of providing an unforgettable journey.

Job Description Summary:

The David Rubenstein Forum seeks to meet the need for a University-wide facility for scholarly and academic discourse on campus. The venue will support and promote inquiry, the open exchange of ideas, and the power of academic, interdisciplinary convening. The Forum will be located on the site at East 60th Street between Woodlawn Avenue and Kimbark Avenue. It will serve as a place where scholars can gather and exchange ideas through activities that range from talks and workshops to multi-day conferences that span academic disciplines. The facility will provide spaces and amenities that are not currently available on campus, including highly collaborative, well-appointed meeting and event rooms commensurate with the types of conferences, special events, workshops, and meetings that University faculty and academic departments host. The project has a sustainable design target of LEED Gold.

Job Description Summary:
Provides sales efforts to achieve property sales objectives with overall responsibility for achieving booking goals and property revenues. The Sales & Events department serves as the primary liaison between The David Rubenstein Forum and University of Chicago groups or associations, alumni, education or external corporate clients. He/She is responsible for revenue generation at the property to include direct sales, meeting package sales, catering sales and food and beverage sales. He/She is responsible for space and logistics planning to optimize the group space to revenue ratios, contract negotiations and function space management through Delphi.fdc, and other related software or interfaces. Will assist clients with event design consultation and overall meeting & event management.

Job Description:

QUALIFICATIONS: EDUCATION, KNOWLEDGE, TRAINING, & WORK EXPERIENCE
Knowledge of group sales, marketing, and revenue management
Conference Services and/or Catering planning experience required
Experience with the University of Chicago preferred
College degree or Associates degree or equivalent experience in a full-service Hotel/Resort/Conference Center
Excellent written and oral communication skills
Assertive, outgoing and self-motivating individual with pleasant personality
Hotel/Resort/Conference Center industry work experience, demonstrating progressive career growth and a pattern of exceptional performance preferred
Prior use of Delphi, or similar Sales & Catering system, required
Must have valid driver license and ability to travel
ESSENTIAL FUNCTIONS:


Be the Difference:
Understand all aspects of Benchmarks Be the Difference culture
Set the example
Lead and inspire all employees to Be the Difference
Hold each team accountable for delivering the experience
Leadership:
Know the business
Set a positive direction
Be a Role Model
Uphold philosophy and values of owner and Benchmark
Lead and inspire all employees to work to their highest capabilities to achieve the highest possible standards
Provides day to day leadership to peers to achieve property sales objectives with overall responsibility for achieving team booking goals and property revenues
Promote a team environment
Revenue Management & Event Planning
Negotiate local hotel agreements and maintain positive relationships with the local hotel community.
Analyze and estimate total value of proposed business and optimize revenue while ensuring excellent customer service
Execute the sales/marketing plan to acquire new and potential business
Actively participates in the sales account management process
Direct solicitation efforts through effective oral and written communication while overseeing rate, date and space commitments for sales within the conference center
Participate in sales strategy meetings to provide input on weekly focus and overall sales strategy
Identify University public relations opportunities and coordinate activities to augment the overall marketing communication strategy
Building long-term, value-based customer relationships that enable achievement of the property sales objectives
Maximize group space for meetings and events using Delphi schedule function diary
Understand and manage group details to operational needs for optimal execution
Create and distribute BEOs for all group event order details within standard established timelines
Maintain clean system management, such as Delphi, to record historical group data and report efficiently through event orders to all operating departments
Maintain on-site group changes through change-log communication while partnering with the event concierge
Work with Executive Chef to assist in menu creation for custom event needs to meet client objectives
Detail reports for weekly distribution of group activities to communicate daily business to all operators and owners
Attend BEO meeting when applicable
Budgeting & Forecasting:
Ensure accuracy for forecasting of revenues with most updated information
Maintains successful performance by increasing revenues, controlling expenses and providing a return on investment for the owner
Achieve and exceed revenue goals annually
University Client Relations:
Professionally represent The David Rubenstein Forum in community and industry organizations and events
Develop and maintain collaborative partnerships with similar university venues and local hotels
MARGINAL FUNCTIONS:
Respond to any reasonable task assigned by General Manager & Director of Sales and Events
Assist in the sales calls, cold calls or in whatever capacity needed
ENVIRONMENT:

Indoors, dimly lit, carpeted, climate-controlled environment. Hard kitchen floors with occasional slippery or greasy areas. Outdoors, cement surfaces, with exposure to outdoor climate and elements.",3.0,"Benchmark
3.0","Chicago, IL","Carrollton, TX",51 to 200 employees,-1,Company - Public,-1,-1,$1 to $5 million (USD),-1
Account Manager Tradeshow Exhibit Division,$21K-$41K (Glassdoor est.),"SunIRef:Sales:title

The ACCOUNT MANAGER - TRADE SHOW EXHIBIT DIVISION ensures that client needs are met by guiding and managing day-to-day, account tactical and logistic activities and by maintaining an effective level of direct contact with assigned clients. The account manager shares responsibility for the account's profitability and the development of the account coordinator(s) assigned.

Reports directly to the Account Director or Vice President, Client Relations

Duties
Ensures client relations are positive and stable; and that the Account Director or Vice President, Client Relations is immediately informed of any potential problems with the client/company relations, budget overruns, etc.
Provides clients clear access to executive management team.
Reviews conceptual designs to ensure client's brand, experiential marketing and channel objectives remain in focus.
Reviews estimates and drafts SOW, quotation and agreement documents to ensure client expectations and budget requirements are met and profitability is maintained.
Initiates job opening, work order entry, change order processing and all internal project communications via the company's work order system
Effectively tracks and monitors change order requests, obtains/reviews estimates and drafts related SOW, quotation and agreement documents.
Creates/reviews project plans, timelines, engineering drawings, and logistic/deployment plans before submitting to the client or operations.
Participates/leads project kick-off, status and kick-out meetings.
Monitors account receivables and client past due aging.
Assembles and prepares, on a monthly basis, all invoicing documentation including, internal estimates, client-signed agreements, change orders, client initiated POs, job cost reports, detailed back-up of charges, gross margin calculation sheet and invoice request.
Reviews/obtains approval on all invoice requests prior to submitting to accounting for processing.
Ensures financial management of projects meets company standards.
Meets with account coordinator on a regular basis to review activities.
Evaluates account coordinator performance on at least an annual basis.
Guides account coordinator in career and skills development.
Participates in company/client performance reviews.

Minimum Experience Requirements:
Four year degree, preferably in business, marketing or advertising
Five years experience in client services with an exhibit-house or experiential, advertising or creative agency
Experience in managing, mentoring and developing assigned staff
Excellent time management, customer service, project management, leadership and organizational skills
Proven ability to multi-task, manage priorities, and meet deadlines
PC Skills with proficiency level experience using MS Outlook, MS Excel, MS Word and PowerPoint
Experience in working under tight and changing deadlines
Able to travel as needed

Please contact:Kevin Sweeney, Vice President, Client Relations - - Art Guild, 300 Wolf Drive, West Deptford, NJ 08086,",2.6,"Art Guild
2.6","Deptford Township, NJ","West Deptford, NJ",51 to 200 employees,-1,Company - Public,-1,-1,$10 to $25 million (USD),-1
Event Coordinator Intern,$21K-$41K (Glassdoor est.),"Are you looking to be part of a team that desires to see lives impacted for Christ? As an intern at the Ridgecrest Conference Center, you will have the experience to grow professionally, spiritually and personally as you join our team in pursuing Ridgecrest's mission: Cultivating experiences, nurturing relationships, impacting lives for God's glory.
You will receive on-the-job training, and learn the skills needed to serve in a fast-paced Christian hospitality environment. Leaders will coordinate your work schedule, daily responsibilities, and special project assignments. Our program also includes weekly bible study and fellowship with other team members. You will be provided unique opportunities for your growth and development through enrichment and service.
For more information about Ridgecrest Conference Center, go to ridgecrestconferencecenter.com.

The Event Coordinator Intern will:
gather information from event planners to distribute to other conference center teams to prepare for retreats and conferences
support guest event planners in organizing the facility-related details of their retreat
schedule meals and catered events, meeting space set-up, audiovisual equipment, room assignments and recreation

High School Diploma or GED, required
Able to work August 23, 2020 to May 10, 2021 (40+ hours/week)
Commit to the overall program (including core group, service projects, Summer Staff recruitment, events, etc.)
Possess a sincere desire to serve others with excellence and grace
Be flexible, teachable and hard-working
Have excellent communication skills and be self-motivated
Be willing to serve guests with a positive attitude
Able to work long days, busy weekends, and be prepared to work hard both mentally, and physically
Eligible to work in the United States
Benefits:
Housing provided at Ridgecrest Conference Center
Meals (when dining room is open)
Paid a $300/week stipend",3.8,"LifeWay
3.8","Ridgecrest, NC","Nashville, TN",1001 to 5000 employees,1891,Nonprofit Organization,Media & Entertainment Retail Stores,Retail,$500 million to $1 billion (USD),-1
Field Marketing Manager,$21K-$41K (Glassdoor est.),"The Role: Field Marketing Manager

Grade (relevant for internal applicants only): 9

The Location: Houston or Denver

The Team: Team is responsible for creating and implementing comprehensive marketing plans to achieve assigned objectives. These objectives can include regional demand generation programs, audience acquisition at live events/conferences, and other customer facing programs. You will partner closely with other functional teams to achieve your goals.

The Impact: We provide market driven insights to the energy and commodities industries. Through our campaigns, we connect, engage, educate, and drive to selection the portfolio of Platts products and services. Marketing contributes 25% of sales and over $6.0 million in direct revenue from conferences.

Whats in it for you:
Opportunity to shine as a strong individual contributor
Freedom to explore and test new tactics and strategies
Gain experience by working with a dynamic team in a role that is fast paced and fun
Professional and personal development from specific trainings and workshops
Responsibilities:
Responsible for the development of marketing plans consisting of multi-touch, multi-dimensional programs including both inbound and outbound tactics
Engage with in house creative team to create compelling collateral, web pages, online exposure, and more
Budget acumen and responsibility for delivering the targets within budget guidelines.
Research, choose, design and manage live events to be included as tactics in the overall marketing mix, and ensure there is a cohesive pre-event, at-event and post event strategy to increase engagement and response rates
Forecast, measure, analyze and report on impact of programs
What Were Looking For:

Basic Qualifications:
Minimum of 5 years of B-to-B sales cycle knowledge including demand creation and pipeline contribution/acceleration
Superior project management skills ability to organize new work efforts and establish metrics to track progress
Knowledge and experience using key business applications - MS Word, Excel, PowerPoint, Sharepoint as well as SalesForce, Marketo, and HTML
Well rounded marketing execution experience in both inbound and outbound, physical and virtual events, social and digital marketing and ability to match tactics with appropriate objectives and outcomes
Strong oral/written communications skills
Strong consultative marketing approach in order to effectively engage with sales and other functions (content, product, operations)
Preferred Qualifications:
Build and manage customer data (targeting, segmentation, campaign sizing, propensity modeling)
Industry knowledge energy & commodities markets.
Ability to demonstrate track record of success in all key areas of responsibility
At S&P Global Platts, we provide the insights; you make better informed trading and business decisions with confidence. Were the leading independent provider of information and benchmark prices for the commodities and energy markets. Customers in over 150 countries look to our expertise in news, pricing and analytics to deliver greater transparency and efficiency to markets. S&P Global Platts coverage includes oil and gas, power, petrochemicals, metals, agriculture and shipping.

S&P Global Platts is a division of S&P Global (NYSE: SPGI), which provides essential intelligence for individuals, companies and governments to make decisions with confidence. For more information, visit www.platts.com.

S&P Global is an equal opportunity employer committed to making all employment decisions without regard to race/ethnicity, gender, pregnancy, gender identity or expression, color, creed, religion, national origin, age, disability, marital status (including domestic partnerships and civil unions), sexual orientation, military veteran status, unemployment status, or any other basis prohibited by federal, state or local law. Only electronic job submissions will be considered for employment.

If you need an accommodation during the application process due to a disability, please send an email to: EEO.Compliance@spglobal.com and your request will be forwarded to the appropriate person.

The EEO is the Law Poster http://www.dol.gov/ofccp/regs/compliance/posters/pdf/eeopost.pdf describes discrimination protections under federal law.",3.5,"PLATTS
3.5","Houston, TX",-1,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Marketing Events Coordinator,$21K-$41K (Glassdoor est.),"Luxury Bath Technologies is one of the fastest growing brands in the acrylic bath remodeling industry. In 2016, we celebrated our 25th anniversary in business and we are looking for quality people to join our winning team. Our goal is simple, to beautify bathrooms across North America by manufacturing and installing attractive, durable and maintenance-free bath remodeling systems. Thereby, we enrich the lives of those we touch.

Luxury Bath of Bay State in Massachusetts is looking for an experienced Events Coordinator to run our Events and Shows team out of our Pembroke, Massachusetts office. We pay a weekly salary PLUS commission.

Events Coordinator Job Description:
Research and find Events and Shows within our assigned territory
Identify local events that match our target buyer demographics
Negotiate contracts with the Event vendors
Book an annual calendar of Events and Shows
Recruit, hire and train Event Demonstrators
Schedule Demonstrators to work Events
Coordinate booth and display set-up and tear down
Set appointments for a Free In-Home Consultations at the Events and Shows
Collect Contest Entries
Follow up on the Contest Entries and schedule them for a Free In-Home Consultation
Build relationships with local communities to uncover opportunities for more exposure and lead generation for the company
Measure and report results (success at generating leads, what we did well and what we can do better next time, etc.)
Qualifications:
Strong communication and relationship building skills
Positive, outgoing personality
Strategic thinker who brings new ideas and helps connect the dots
Strong planning and organizational skills
Ability to coach, train and motivate others
Ability to work in a fast-paced environment
Ability to stand for long periods of time
Ability to lift 30 pounds
Must be available to work weekends
Powered by JazzHR",2.7,"Luxury Bath Technologies
2.7","Pembroke, MA","Libertyville, IL",1 to 50 employees,1991,Company - Private,Consumer Products Manufacturing,Manufacturing,Unknown / Non-Applicable,-1
Regional Marketing Manager,$21K-$41K (Glassdoor est.),"Company information

Westamerica is among the largest commercial banks headquartered in California. We are looking for outstanding people to join our winning team. We reached our current strength because our employees, customers, and shareholders believe in the same fundamental goals: Delivering a wide variety of financial services with a superior customer service guarantee. Westamerica Bank is a 130-year-old community bank with $4.9 billion in assets and 88 branches throughout Northern and Central California. We have been profitable quarter in and quarter out for 23 years. Industry associations and rating agencies routinely rank Westamerica Bank among the top community banks for asset quality, capital ratios, safety and soundness, and overall financial performance.

Description of role

Recruit, manage, coach and motivate a team of Business Relationship Managers, Business Banking Officers, and Business Banking Managers, along with other employees within a defined geographical region of the bank. Oversee and maintain excellent service standards and promote growth in profitability with the use of Sales Culture. The development of direct reports in a sale driven environment is critics for this role. Solicit large prospects and assist direct reports with large customers and prospects with joint calling efforts.

Responsibilities
Understand the commercial real estate and C & I markets within your geographical location.
Ability to differentiate Westamerica Bank from the competition and use those differences as coaching tools to your direct reports.
Ability to read, understand and compare financial statements.
Develop calling plans with each officer to take advantage of competitive strengths within each market.
Establish and maintain relationships with key community leaders and achieves a significant presence in the community to promote the Bank.
Provide Senior Management with reports, feedback, and areas of opportunity with the region.
Offer weekly, monthly and quarterly reporting with forecasts and details about sales growth in lending. Deposits and Non-interest Income.
Ensure compliance with all Bank and Regulatory requirements.
Requirements
Bachelors degree in Business, Accounting, and Finance is required.
5+ years of sales management, outside sales and customer service experience in the financial services industry.
Adherence to policies, procedures and regulatory banking requirements.
Highly developed verbal and written communication skills including familiarity with basic word processing applications software.
Ability to analyze financial statements.
Ability to prepare and effectively deliver sales presentations using applicable support materials.
Strong sales and sales presentation skills.
Effectively solves problems, present solutions and resolve conflicts.
Ability to recruit, train and coach a sales team.
Demonstrate strong leadership skills, always projecting a positive attitude and provide an environment of professional excellence.
EOE Westamerica Bank's Privacy Policy may be found at: www.westamerica.com/about/privacy

Indeed Hire and Westamerica Bank are working together to find the best candidate for this job.

By applying, you agree to be contacted by our agent, Indeed Hire, and receive updates via text and phone about your application.

Job Type: Full-time

Salary: $115,000.00 to $120,000.00 /year

Experience:
Management: 2 years (Required)
sales management and outside sales in financial services: 5 years (Required)
commercial lending in financial services industry: 5 years (Required)
Education:
Bachelor's (Required)
Job distance:
San Rafael, CA: Between 31 and 40 miles (Required)
Schedule:
Monday to Friday
No weekends",2.8,"Westamerica Bank
2.8","San Rafael, CA","San Rafael, CA",501 to 1000 employees,1972,Company - Public,Banks & Credit Unions,Finance,$100 to $500 million (USD),"Bank of Marin, Bank of the West, Tri Counties Bank"
Field Marketing Manager,$21K-$41K (Glassdoor est.),"Location: IRVINE CA 92618

Start Date 05/13/2019

End Date 12/30/2019

Field Marketing Manager position reporting in Regional Marketing Manager:

Supports marketing and promotional activities at the door level within a Sprint geographic area or region of operation for our Company Owned Retail Channel. Planning and executing local promotions and events and delivering marketing and public relations support to engage customers and support sales activities. Gathers intelligence on local offers and opportunities. Utilizes internal and external resources to execute programs. Writes, communicates and educates internal team about the local marketing strategy and offers. Leads local social media engagement to ensure consistency and adherence to brand and marketing strategy.

The position will be located onsite in our Irvine, CA office.

Preferred Experience:
-Wireless or Telecom experience
-Field Marketing experience
Candidate requirements include:

- Ability to drive

Required Skills

Required Experience

Job Location
irvine, US-CA",2.7,"Avacend, Inc.
2.7","Irvine, CA","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1
National Field Marketing Manager,$21K-$41K (Glassdoor est.),"Job Description
National Field Marketing Manager

Fast Casual Restaurant

Our Fast Casual Restaurant company is searching for a high energy, marketing professional to act as a liaison between our Corporate team and our restaurants to aid in the development of market specific marketing plans and the local execution of the national marketing plan to profitably build sales, transactions, and cash flow for the company and Owner/Operator restaurants. Apply Today for our location in North Palm Beach, FL. We would love to have the chance to meet you! We are a fast-casual, restaurant serving the highest quality burgers, fresh-cut fries, Kobe hot dogs, and finely crafted beers. With currently over 25 restaurants under construction, our rapid growth is not only due to our innovative concept but in great part due to do our exceptional Restaurant Management staff and exceptional team members. If you would like to be the National Field Marketing Manager for a growth orientated and financially secure company, Apply Immediately for our location in North Palm Beach, FL.

Title of Position: Restaurant National Field Marketing Manager

Job Description: Your day-to-day tasks will include being the lead point of communication between various departments within the company to lead the local marketing strategy throughout the system. You will report directly to the VP of Marketing and work with the Marketing, Culinary, Finance, Operations and Creative teams – managing marketing services and ensuring all marketing materials are delivered on time and on budget to both Corporate and Franchise owned restaurants. This will include local store marketing campaigns and promotions for existing and future stores. The position includes up to 30% travel.

Benefits:
Insurance Benefits after 90 days (Health, Dental, Vision, Accident, ST Disability and more)
Paid Vacation & Sick Time
Exciting & Rewarding Work Environment
Cutting-edge technology, designed to assist you in effectively performing your daily tasks
Qualification:
5 years of Marketing or Advertising agency experience preferably within a marketing cross-functional team or Restaurant Field Marketing capacity, is recommended for the National Field Marketing Manager
The National Field Marketing Manager must have experience working cross-functionally and leading teams
The National Field Marketing Manager must be able to plan, manage and administer local restaurant marketing budgets
The National Field Marketing Manager must understand local market conditions and their potential marketing value
The National Field Marketing Manager will identify, develop and implement local sales driving marketing programs
The National Field Marketing Manager must understand Brand strategies and incorporate into local plans
The National Field Marketing Manager must act as the point person/liaison for Franchisee Partners
The National Field Marketing Manager must track Corporate and Franchise owned restaurant sales performance
The National Field Marketing Manager must work with Corporate and Franchise Partners to develop strong grand opening plans that drive sales by venue
The National Field Marketing Manager must gather and report competitive customer intelligence to cross functional teams
The National Field Marketing Manager will support all company initiatives, give actionable feedback, share best practices and serve as advocate and information source for company
Apply Now – National Field Marketing Manager located in North Palm Beach, FL.",4.8,"Gecko Hospitality
4.8","North Palm Beach, FL","Fort Myers, FL",1 to 50 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1
